transaction_id,processing_date,gross_amount,operator_fee,net_amount
TX_202606_02380,2026-06-05 10:07:12,64.71,1.29,63.42
TX_202606_02381,2026-06-03 08:48:14,916.3,18.33,897.97
TX_202606_02382,2026-06-01 09:28:09,995.51,19.91,975.6
TX_202606_02383,2026-06-05 04:06:26,948.59,18.97,929.62
TX_202606_02384,2026-06-03 02:10:01,564.92,11.3,553.62
TX_202606_02385,2026-06-03 14:53:53,1086.96,21.74,1065.22
TX_202606_02386,2026-06-05 02:21:38,432.0,8.64,423.36
TX_202606_02387,2026-06-05 04:01:33,592.92,11.86,581.06
TX_202606_02388,2026-06-02 06:39:45,1187.73,23.75,1163.98
TX_202606_02389,2026-06-04 10:24:43,1166.61,23.33,1143.28
TX_202606_02390,2026-06-04 01:59:33,684.65,13.69,670.96
TX_202606_02391,2026-06-04 16:05:05,720.87,14.42,706.45
TX_202606_02392,2026-06-04 03:43:54,1293.65,25.87,1267.78
TX_202606_02393,2026-06-05 05:06:13,226.82,4.54,222.28
TX_202606_02394,2026-06-02 21:12:31,711.25,14.22,697.03
TX_202606_02395,2026-06-02 04:07:21,134.29,3.36,130.93
TX_202606_02396,2026-06-01 20:29:26,879.8,17.6,862.2
TX_202606_02397,2026-06-05 09:49:34,610.7,12.21,598.49
TX_202606_02398,2026-06-01 12:57:55,754.33,15.09,739.24
TX_202606_02399,2026-06-01 17:01:43,196.07,3.92,192.15
TX_202606_02400,2026-06-01 11:23:24,1096.89,21.94,1074.95
TX_202606_02401,2026-06-04 06:51:00,108.42,2.17,106.25
TX_202606_02402,2026-06-04 10:23:33,239.66,4.79,234.87
TX_202606_02403,2026-06-05 13:14:07,1109.0,22.18,1086.82
TX_202606_02404,2026-06-04 16:11:05,565.48,11.31,554.17
TX_202606_02405,2026-06-05 01:10:28,494.2,9.88,484.32
TX_202606_02406,2026-06-05 01:06:51,1471.32,29.43,1441.89
TX_202606_02407,2026-06-02 03:11:40,1013.72,20.27,993.45
TX_202606_02408,2026-06-03 06:28:19,1322.5,26.45,1296.05
TX_202606_02409,2026-06-03 13:28:01,278.66,5.57,273.09
TX_202606_02410,2026-06-05 11:52:59,838.95,16.78,822.17
TX_202606_02411,2026-06-05 10:40:42,1352.24,27.04,1325.2
TX_202606_02412,2026-06-01 05:10:14,1221.04,24.42,1196.62
TX_202606_02413,2026-06-05 19:18:02,1026.14,20.52,1005.62
TX_202606_02414,2026-06-03 15:55:37,196.01,3.92,192.09
TX_202606_02415,2026-06-04 23:08:45,1198.9,23.98,1174.92
TX_202606_02416,2026-06-04 19:11:13,374.2,7.48,366.72
TX_202606_02417,2026-06-01 02:37:26,1419.25,28.39,1390.86
TX_202606_02418,2026-06-03 06:08:08,1234.25,24.69,1209.56
TX_202606_02419,2026-06-02 13:23:58,229.93,4.6,225.33
TX_202606_02420,2026-06-01 04:23:41,320.31,6.41,313.9
TX_202606_02421,2026-06-02 16:51:38,488.07,9.76,478.31
TX_202606_02422,2026-06-05 13:30:18,290.78,5.82,284.96
TX_202606_02423,2026-06-02 01:01:37,917.9,18.36,899.54
TX_202606_02424,2026-06-03 21:32:14,18.67,0.37,18.3
TX_202606_02425,2026-06-01 12:04:26,31.96,0.64,31.32
TX_202606_02426,2026-06-05 13:15:20,729.16,14.58,714.58
TX_202606_02427,2026-06-02 19:18:32,977.97,19.56,958.41
TX_202606_02428,2026-06-04 09:52:43,1152.58,23.05,1129.53
TX_202606_02429,2026-06-03 11:26:10,49.86,1.0,48.86
TX_202606_02430,2026-06-03 19:37:29,1436.36,28.73,1407.63
TX_202606_02431,2026-06-01 17:47:08,1406.92,28.14,1378.78
TX_202606_02432,2026-06-04 15:14:50,873.09,17.46,855.63
TX_202606_02433,2026-06-02 16:41:19,895.89,17.92,877.97
TX_202606_02434,2026-06-01 07:58:44,639.31,12.79,626.52
TX_202606_02435,2026-06-02 13:28:47,1103.46,22.07,1081.39
TX_202606_02436,2026-06-01 09:59:24,1454.68,29.09,1425.59
TX_202606_02437,2026-06-02 19:15:16,28.09,0.56,27.53
TX_202606_02438,2026-06-05 23:46:21,10.63,0.21,10.42
TX_202606_02439,2026-06-04 08:16:18,1351.0,27.02,1323.98
TX_202606_02440,2026-06-02 09:56:09,1462.64,29.25,1433.39
TX_202606_02441,2026-06-05 00:58:03,618.01,12.36,605.65
TX_202606_02442,2026-06-03 16:21:16,892.32,17.85,874.47
TX_202606_02443,2026-06-04 03:12:39,936.24,18.72,917.52
TX_202606_02444,2026-06-05 04:10:27,1288.29,25.77,1262.52
TX_202606_02445,2026-06-02 05:35:12,1144.39,22.89,1121.5
TX_202606_02446,2026-06-01 07:24:03,208.01,4.16,203.85
TX_202606_02447,2026-06-05 04:25:25,1059.07,21.18,1037.89
TX_202606_02448,2026-06-04 21:01:13,1005.59,20.11,985.48
TX_202606_02449,2026-06-02 01:15:07,21.15,0.42,20.73
TX_202606_02450,2026-06-03 17:54:26,1311.33,26.23,1285.1
TX_202606_02451,2026-06-01 02:26:18,1405.93,28.12,1377.81
TX_202606_02452,2026-06-04 14:04:11,981.6,19.63,961.97
TX_202606_02453,2026-06-05 20:56:15,1276.07,25.52,1250.55
TX_202606_02454,2026-06-05 13:42:41,303.4,6.07,297.33
TX_202606_02455,2026-06-02 21:11:39,56.78,1.14,55.64
TX_202606_02456,2026-06-04 11:58:14,715.1,14.3,700.8
TX_202606_02457,2026-06-05 02:30:22,1002.36,20.05,982.31
TX_202606_02458,2026-06-03 01:24:48,752.95,15.06,737.89
TX_202606_02459,2026-06-02 18:56:13,224.73,4.49,220.24
TX_202606_02460,2026-06-01 16:46:07,1142.62,22.85,1119.77
TX_202606_02461,2026-06-03 01:28:28,1269.76,25.4,1244.36
TX_202606_02462,2026-06-05 20:05:27,618.91,12.38,606.53
TX_202606_02463,2026-06-01 17:02:43,365.41,7.31,358.1
TX_202606_02464,2026-06-04 23:25:27,327.08,6.54,320.54
TX_202606_02465,2026-06-04 11:00:58,897.58,17.95,879.63
TX_202606_02466,2026-06-02 03:38:57,1452.34,29.05,1423.29
TX_202606_02467,2026-06-04 10:50:44,416.19,8.32,407.87
TX_202606_02468,2026-06-04 03:08:09,1042.64,20.85,1021.79
TX_202606_02469,2026-06-04 20:19:55,777.02,15.54,761.48
TX_202606_02470,2026-06-05 06:08:38,1168.38,23.37,1145.01
TX_202606_02471,2026-06-01 17:51:18,1103.35,22.07,1081.28
TX_202606_02472,2026-06-04 23:36:04,80.6,1.61,78.99
TX_202606_02473,2026-06-02 14:36:30,900.35,18.01,882.34
TX_202606_02474,2026-06-03 03:17:00,512.87,10.26,502.61
TX_202606_02475,2026-06-04 16:16:12,576.96,11.54,565.42
TX_202606_02476,2026-06-03 07:13:05,61.91,1.24,60.67
TX_202606_02477,2026-06-03 10:10:46,1491.34,29.83,1461.51
TX_202606_02478,2026-06-05 14:43:27,1042.68,20.85,1021.83
TX_202606_02479,2026-06-04 08:01:38,392.59,7.85,384.74
TX_202606_02480,2026-06-04 13:16:29,287.99,5.76,282.23
TX_202606_02481,2026-06-05 21:55:40,841.66,16.83,824.83
TX_202606_02482,2026-06-02 19:16:34,569.14,11.38,557.76
TX_202606_02483,2026-06-02 22:34:32,397.91,7.96,389.95
TX_202606_02484,2026-06-04 11:18:02,105.81,2.12,103.69
TX_202606_02485,2026-06-04 10:19:40,310.07,6.2,303.87
TX_202606_02486,2026-06-03 16:36:27,269.26,5.39,263.87
TX_202606_02487,2026-06-03 20:30:06,20.48,0.41,20.07
TX_202606_02488,2026-06-02 01:46:31,1451.91,29.04,1422.87
TX_202606_02489,2026-06-03 23:34:46,537.5,10.75,526.75
TX_202606_02490,2026-06-04 10:33:23,1462.78,29.26,1433.52
TX_202606_02491,2026-06-02 20:39:45,114.28,2.29,111.99
TX_202606_02492,2026-06-05 05:26:45,1176.81,23.54,1153.27
TX_202606_02493,2026-06-02 19:42:13,863.94,17.28,846.66
TX_202606_02494,2026-06-02 18:44:53,1052.4,21.05,1031.35
TX_202606_02495,2026-06-05 17:59:54,1423.24,28.46,1394.78
TX_202606_02496,2026-06-04 10:42:50,401.78,8.04,393.74
TX_202606_02497,2026-06-05 03:58:05,38.84,0.78,38.06
TX_202606_02498,2026-06-01 15:20:09,753.31,15.07,738.24
TX_202606_02499,2026-06-01 12:27:49,566.77,11.34,555.43
TX_202606_02500,2026-06-03 14:28:20,225.93,4.52,221.41
TX_202606_02501,2026-06-01 12:24:09,749.44,14.99,734.45
TX_202606_02503,2026-06-01 02:07:20,821.99,16.44,805.55
TX_202606_02504,2026-06-03 19:19:34,1330.45,26.61,1303.84
TX_202606_02505,2026-06-04 04:01:13,656.71,13.13,643.58
TX_202606_02506,2026-06-01 12:24:30,1468.64,29.37,1439.27
TX_202606_02507,2026-06-04 05:26:47,644.19,12.88,631.31
TX_202606_02508,2026-06-01 22:47:54,1371.05,27.42,1343.63
TX_202606_02509,2026-06-04 01:01:38,453.23,9.06,444.17
TX_202606_02510,2026-06-03 03:33:50,185.78,3.72,182.06
TX_202606_02511,2026-06-01 09:17:44,1153.92,23.08,1130.84
TX_202606_02512,2026-06-01 10:40:25,988.39,19.77,968.62
TX_202606_02513,2026-06-02 14:50:55,840.62,16.81,823.81
TX_202606_02514,2026-06-03 22:30:20,408.33,8.17,400.16
TX_202606_02515,2026-06-04 18:59:36,1009.12,20.18,988.94
TX_202606_02516,2026-06-02 08:21:29,161.94,3.24,158.7
TX_202606_02517,2026-06-02 15:09:20,1476.29,29.53,1446.76
TX_202606_02518,2026-06-01 21:31:12,728.74,14.57,714.17
TX_202606_02519,2026-06-05 20:37:36,1448.94,28.98,1419.96
TX_202606_02520,2026-06-05 12:03:31,217.35,4.35,213.0
TX_202606_02521,2026-06-04 03:16:07,287.98,5.76,282.22
TX_202606_02522,2026-06-05 19:32:11,170.43,3.41,167.02
TX_202606_02523,2026-06-03 04:07:40,424.7,8.49,416.21
TX_202606_02524,2026-06-01 18:54:53,120.76,2.42,118.34
TX_202606_02525,2026-06-01 00:00:26,203.04,4.06,198.98
TX_202606_02526,2026-06-01 11:56:51,1282.36,25.65,1256.71
TX_202606_02527,2026-06-03 11:14:58,760.67,15.21,745.46
TX_202606_02528,2026-06-01 11:13:59,893.22,17.86,875.36
TX_202606_02529,2026-06-04 02:11:58,113.84,2.28,111.56
TX_202606_02530,2026-06-02 03:59:49,392.97,7.86,385.11
TX_202606_02531,2026-06-05 01:56:15,430.66,8.61,422.05
TX_202606_02532,2026-06-05 23:28:48,375.73,7.51,368.22
TX_202606_02533,2026-06-03 23:32:21,1433.98,28.68,1405.3
TX_202606_02534,2026-06-03 04:33:31,715.7,14.31,701.39
TX_202606_02535,2026-06-02 15:03:08,189.28,3.79,185.49
TX_202606_02536,2026-06-05 04:35:01,1461.56,29.23,1432.33
TX_202606_02537,2026-06-01 15:45:02,1075.58,21.51,1054.07
TX_202606_02538,2026-06-01 21:17:02,706.25,14.12,692.13
TX_202606_02539,2026-06-05 03:02:24,1136.11,22.72,1113.39
TX_202606_02540,2026-06-02 18:35:46,857.76,17.16,840.6
TX_202606_02541,2026-06-03 02:57:45,495.32,9.91,485.41
TX_202606_02542,2026-06-01 09:15:42,1197.09,23.94,1173.15
TX_202606_02543,2026-06-04 04:12:41,1110.15,22.2,1087.95
TX_202606_02544,2026-06-01 23:22:03,80.6,1.61,78.99
TX_202606_02545,2026-06-05 10:16:42,1368.95,27.38,1341.57
TX_202606_02546,2026-06-02 22:48:02,1322.72,26.45,1296.27
TX_202606_02547,2026-06-02 18:06:23,707.63,14.15,693.48
TX_202606_02548,2026-06-04 19:43:44,214.69,4.29,210.4
TX_202606_02549,2026-06-01 19:49:48,915.69,18.31,897.38
TX_202606_02550,2026-06-01 01:10:16,725.9,14.52,711.38
TX_202606_02551,2026-06-05 16:37:00,202.23,4.04,198.19
TX_202606_02552,2026-06-04 20:22:01,1470.52,29.41,1441.11
TX_202606_02553,2026-06-01 22:40:14,190.02,3.8,186.22
TX_202606_02554,2026-06-03 13:16:01,1272.56,25.45,1247.11
TX_202606_02555,2026-06-04 23:13:48,1069.23,21.38,1047.85
TX_202606_02556,2026-06-04 04:04:13,569.76,11.4,558.36
TX_202606_02557,2026-06-04 14:45:25,567.42,11.35,556.07
TX_202606_02558,2026-06-04 04:51:35,312.76,6.26,306.5
TX_202606_02559,2026-06-05 08:12:05,962.1,19.24,942.86
TX_202606_02560,2026-06-04 06:33:23,219.26,4.39,214.87
TX_202606_02561,2026-06-05 16:44:40,806.89,16.14,790.75
TX_202606_02562,2026-06-03 15:41:04,513.46,10.27,503.19
TX_202606_02563,2026-06-01 12:17:55,1181.87,23.64,1158.23
TX_202606_02564,2026-06-02 04:36:12,1204.74,24.09,1180.65
TX_202606_02565,2026-06-04 13:24:58,647.43,12.95,634.48
TX_202606_02566,2026-06-03 08:38:04,774.61,15.49,759.12
TX_202606_02567,2026-06-05 00:07:25,282.91,5.66,277.25
TX_202606_02568,2026-06-04 14:48:55,1231.22,24.62,1206.6
TX_202606_02569,2026-06-03 13:33:45,1324.46,26.49,1297.97
TX_202606_02570,2026-06-01 05:25:00,36.71,0.73,35.98
TX_202606_02571,2026-06-03 04:07:05,208.11,4.16,203.95
TX_202606_02572,2026-06-01 06:39:35,578.12,11.56,566.56
TX_202606_02573,2026-06-05 03:30:59,228.7,4.57,224.13
TX_202606_02574,2026-06-02 02:35:27,868.86,17.38,851.48
TX_202606_02575,2026-06-03 09:53:48,251.95,5.04,246.91
TX_202606_02576,2026-06-01 03:50:03,1223.68,24.47,1199.21
TX_202606_02577,2026-06-03 05:36:53,1258.51,25.17,1233.34
TX_202606_02578,2026-06-01 12:40:01,1128.68,22.57,1106.11
TX_202606_02579,2026-06-04 09:54:17,435.21,8.7,426.51
TX_202606_02580,2026-06-02 15:13:37,371.21,7.42,363.79
TX_202606_02581,2026-06-01 20:40:35,497.92,9.96,487.96
TX_202606_02582,2026-06-04 20:50:09,620.94,12.42,608.52
TX_202606_02583,2026-06-02 11:39:41,137.8,2.76,135.04
TX_202606_02584,2026-06-05 22:18:26,788.71,15.77,772.94
TX_202606_02585,2026-06-02 03:42:13,1138.36,22.77,1115.59
TX_202606_02586,2026-06-04 23:09:23,191.1,3.82,187.28
TX_202606_02587,2026-06-05 07:59:22,194.5,3.89,190.61
TX_202606_02588,2026-06-02 07:13:44,1386.44,27.73,1358.71
TX_202606_02589,2026-06-05 03:18:25,1142.22,22.84,1119.38
TX_202606_02590,2026-06-01 16:41:40,1246.75,24.94,1221.81
TX_202606_02591,2026-06-02 07:02:49,1479.57,29.59,1449.98
TX_202606_02592,2026-06-05 06:27:17,898.83,17.98,880.85
TX_202606_02593,2026-06-02 04:28:36,787.17,15.74,771.43
TX_202606_02594,2026-06-02 20:33:24,307.26,6.15,301.11
TX_202606_02595,2026-06-04 23:56:16,18.29,0.37,17.92
TX_202606_02596,2026-06-05 16:40:50,1440.61,28.81,1411.8
TX_202606_02597,2026-06-02 23:08:41,1431.19,28.62,1402.57
TX_202606_02598,2026-06-03 19:30:46,1122.56,22.45,1100.11
TX_202606_02599,2026-06-04 20:57:42,244.79,4.9,239.89
TX_202606_02600,2026-06-03 18:24:36,413.95,10.35,403.6
TX_202606_02601,2026-06-04 10:08:20,1057.5,21.15,1036.35
TX_202606_02602,2026-06-01 10:46:37,476.03,9.52,466.51
TX_202606_02603,2026-06-01 16:36:30,1472.97,29.46,1443.51
TX_202606_02604,2026-06-03 04:54:41,871.72,17.43,854.29
TX_202606_02605,2026-06-01 10:54:40,487.4,9.75,477.65
TX_202606_02606,2026-06-02 05:07:21,583.59,11.67,571.92
TX_202606_02607,2026-06-04 12:33:37,301.28,6.03,295.25
TX_202606_02608,2026-06-05 14:51:38,331.39,8.28,323.11
TX_202606_02609,2026-06-02 15:34:46,916.38,18.33,898.05
TX_202606_02610,2026-06-03 12:27:44,1474.82,29.5,1445.32
TX_202606_02611,2026-06-01 21:04:05,657.26,13.15,644.11
TX_202606_02612,2026-06-01 08:36:35,314.09,6.28,307.81
TX_202606_02613,2026-06-05 01:18:42,460.69,9.21,451.48
TX_202606_02614,2026-06-01 05:51:20,1475.37,29.51,1445.86
TX_202606_02615,2026-06-02 16:18:26,64.33,1.29,63.04
TX_202606_02616,2026-06-03 03:13:00,807.44,16.15,791.29
TX_202606_02617,2026-06-03 14:42:08,857.15,17.14,840.01
TX_202606_02618,2026-06-01 13:03:35,1415.71,28.31,1387.4
TX_202606_02619,2026-06-03 16:37:08,1091.31,21.83,1069.48
TX_202606_02620,2026-06-03 14:47:01,1216.48,24.33,1192.15
TX_202606_02621,2026-06-02 19:32:26,146.69,2.93,143.76
TX_202606_02622,2026-06-04 23:31:47,150.63,3.01,147.62
TX_202606_02623,2026-06-05 03:22:15,532.62,10.65,521.97
TX_202606_02624,2026-06-02 16:34:40,1191.69,23.83,1167.86
TX_202606_02625,2026-06-01 17:02:34,1082.97,21.66,1061.31
TX_202606_02626,2026-06-02 08:29:21,52.58,1.05,51.53
TX_202606_02627,2026-06-04 10:13:29,984.88,19.7,965.18
TX_202606_02628,2026-06-03 08:07:27,789.88,15.8,774.08
TX_202606_02629,2026-06-05 04:00:59,563.47,11.27,552.2
TX_202606_02630,2026-06-02 23:42:33,1294.14,25.88,1268.26
TX_202606_02631,2026-06-04 14:37:07,893.88,17.88,876.0
TX_202606_02632,2026-06-04 22:53:19,912.07,18.24,893.83
TX_202606_02633,2026-06-02 21:28:26,987.7,19.75,967.95
TX_202606_02634,2026-06-05 05:33:11,1291.75,25.84,1265.91
TX_202606_02635,2026-06-03 18:47:31,48.43,0.97,47.46
TX_202606_02636,2026-06-02 00:08:24,59.57,1.19,58.38
TX_202606_02637,2026-06-03 22:50:48,1379.52,27.59,1351.93
TX_202606_02638,2026-06-05 14:32:56,157.9,3.16,154.74
TX_202606_02639,2026-06-05 18:30:36,581.78,11.64,570.14
TX_202606_02640,2026-06-01 09:34:20,395.06,7.9,387.16
TX_202606_02641,2026-06-01 00:26:31,410.16,8.2,401.96
TX_202606_02642,2026-06-05 14:26:52,636.21,12.72,623.49
TX_202606_02643,2026-06-01 05:58:52,1228.01,24.56,1203.45
TX_202606_02644,2026-06-02 17:26:36,1474.52,29.49,1445.03
TX_202606_02645,2026-06-01 07:17:56,270.72,5.41,265.31
TX_202606_02646,2026-06-01 18:17:58,1074.19,21.48,1052.71
TX_202606_02647,2026-06-03 08:37:49,405.39,8.11,397.28
TX_202606_02648,2026-06-04 20:08:04,1364.86,27.3,1337.56
TX_202606_02649,2026-06-02 21:28:08,1190.8,23.82,1166.98
TX_202606_02650,2026-06-04 19:46:01,72.3,1.45,70.85
TX_202606_02651,2026-06-01 07:18:18,1375.53,27.51,1348.02
TX_202606_02652,2026-06-01 03:25:23,758.44,15.17,743.27
TX_202606_02653,2026-06-01 12:51:40,1201.14,24.02,1177.12
TX_202606_02654,2026-06-04 16:08:35,1408.51,28.17,1380.34
TX_202606_02655,2026-06-03 18:06:40,924.1,18.48,905.62
TX_202606_02656,2026-06-04 21:54:51,931.48,18.63,912.85
TX_202606_02657,2026-06-03 04:15:58,1085.45,21.71,1063.74
TX_202606_02658,2026-06-01 05:55:26,1441.6,28.83,1412.77
TX_202606_02659,2026-06-05 05:07:29,1239.73,24.79,1214.94
TX_202606_02660,2026-06-03 07:27:40,1400.91,28.02,1372.89
TX_202606_02661,2026-06-01 15:54:45,422.12,8.44,413.68
TX_202606_02662,2026-06-03 11:58:07,1289.84,25.8,1264.04
TX_202606_02663,2026-06-01 09:30:13,966.91,19.34,947.57
TX_202606_02664,2026-06-05 07:29:51,698.15,13.96,684.19
TX_202606_02665,2026-06-03 07:06:50,1143.29,22.87,1120.42
TX_202606_02666,2026-06-05 20:46:23,989.42,19.79,969.63
TX_202606_02667,2026-06-05 08:09:21,888.03,17.76,870.27
TX_202606_02668,2026-06-05 12:24:33,400.84,8.02,392.82
TX_202606_02669,2026-06-04 19:44:01,1154.36,23.09,1131.27
TX_202606_02670,2026-06-05 03:48:38,232.33,4.65,227.68
TX_202606_02671,2026-06-02 02:19:30,628.1,12.56,615.54
TX_202606_02672,2026-06-02 21:52:23,529.88,10.6,519.28
TX_202606_02673,2026-06-01 22:33:50,137.0,2.74,134.26
TX_202606_02674,2026-06-05 02:59:19,1257.76,25.16,1232.6
TX_202606_02675,2026-06-05 13:11:09,1257.72,25.15,1232.57
TX_202606_02676,2026-06-05 21:45:17,1256.99,25.14,1231.85
TX_202606_02677,2026-06-05 21:12:19,897.61,17.95,879.66
TX_202606_02678,2026-06-03 00:38:49,993.36,19.87,973.49
TX_202606_02679,2026-06-04 06:54:35,1224.7,24.49,1200.21
TX_202606_02680,2026-06-02 23:55:17,194.22,3.88,190.34
TX_202606_02681,2026-06-01 05:21:33,691.95,13.84,678.11
TX_202606_02682,2026-06-05 14:51:26,341.63,6.83,334.8
TX_202606_02683,2026-06-04 07:31:56,1327.83,26.56,1301.27
TX_202606_02684,2026-06-01 00:00:40,716.13,14.32,701.81
TX_202606_02685,2026-06-05 20:30:28,1310.26,26.21,1284.05
TX_202606_02686,2026-06-01 19:33:26,1425.16,28.5,1396.66
TX_202606_02687,2026-06-05 11:43:08,688.68,13.77,674.91
TX_202606_02688,2026-06-05 06:36:15,312.19,6.24,305.95
TX_202606_02689,2026-06-02 01:01:27,1137.48,22.75,1114.73
TX_202606_02690,2026-06-02 09:16:20,729.9,14.6,715.3
TX_202606_02691,2026-06-04 22:51:46,1003.85,20.08,983.77
TX_202606_02692,2026-06-05 04:41:49,443.72,8.87,434.85
TX_202606_02693,2026-06-02 01:08:54,1098.58,21.97,1076.61
TX_202606_02694,2026-06-04 04:07:39,650.89,13.02,637.87
TX_202606_02695,2026-06-04 01:21:56,597.49,11.95,585.54
TX_202606_02696,2026-06-01 16:31:55,1331.76,26.64,1305.12
TX_202606_02697,2026-06-02 21:28:08,15.2,0.3,14.9
TX_202606_02698,2026-06-01 12:04:52,1465.91,29.32,1436.59
TX_202606_02699,2026-06-01 02:22:21,1035.94,20.72,1015.22
TX_202606_02700,2026-06-04 17:32:24,1133.75,22.68,1111.07
TX_202606_02701,2026-06-04 01:12:14,734.55,14.69,719.86
TX_202606_02702,2026-06-01 02:45:00,937.25,18.75,918.5
TX_202606_02703,2026-06-04 21:04:10,1058.18,21.16,1037.02
TX_202606_02704,2026-06-04 02:35:19,34.31,0.69,33.62
TX_202606_02705,2026-06-02 09:51:10,1357.01,27.14,1329.87
TX_202606_02706,2026-06-05 02:42:02,1278.4,25.57,1252.83
TX_202606_02707,2026-06-02 04:49:26,79.99,1.6,78.39
TX_202606_02708,2026-06-02 13:54:07,820.66,20.52,800.14
TX_202606_02709,2026-06-01 17:56:41,184.48,3.69,180.79
TX_202606_02710,2026-06-03 01:08:24,742.91,14.86,728.05
TX_202606_02711,2026-06-03 07:53:20,977.68,19.55,958.13
TX_202606_02712,2026-06-01 14:27:57,329.93,6.6,323.33
TX_202606_02713,2026-06-05 23:05:41,273.28,5.47,267.81
TX_202606_02714,2026-06-01 00:35:10,567.0,11.34,555.66
TX_202606_02715,2026-06-03 14:01:42,679.08,13.58,665.5
TX_202606_02716,2026-06-02 16:15:57,570.14,11.4,558.74
TX_202606_02717,2026-06-03 19:38:02,720.72,14.41,706.31
TX_202606_02718,2026-06-04 13:07:04,543.2,10.86,532.34
TX_202606_02719,2026-06-03 14:57:33,1256.05,25.12,1230.93
TX_202606_02720,2026-06-05 19:43:49,567.5,11.35,556.15
TX_202606_02721,2026-06-02 15:45:26,1387.8,27.76,1360.04
TX_202606_02722,2026-06-04 03:19:50,1225.3,24.51,1200.79
TX_202606_02723,2026-06-01 19:18:39,55.07,1.1,53.97
TX_202606_02724,2026-06-01 20:35:49,767.34,15.35,751.99
TX_202606_02725,2026-06-02 09:49:34,376.44,7.53,368.91
TX_202606_02726,2026-06-05 05:35:39,413.8,8.28,405.52
TX_202606_02727,2026-06-01 18:32:30,250.49,5.01,245.48
TX_202606_02728,2026-06-02 03:28:22,526.24,10.52,515.72
TX_202606_02729,2026-06-04 03:04:50,1140.43,22.81,1117.62
TX_202606_02730,2026-06-04 14:38:06,277.02,5.54,271.48
TX_202606_02731,2026-06-01 07:22:04,409.14,8.18,400.96
TX_202606_02732,2026-06-01 18:16:44,556.3,11.13,545.17
TX_202606_02733,2026-06-05 11:28:03,103.88,2.08,101.8
TX_202606_02734,2026-06-02 21:37:04,1362.73,27.25,1335.48
TX_202606_02735,2026-06-05 11:52:25,60.34,1.21,59.13
TX_202606_02736,2026-06-01 01:33:39,46.72,0.93,45.79
TX_202606_02737,2026-06-03 09:01:02,1192.4,23.85,1168.55
TX_202606_02738,2026-06-04 21:42:31,305.08,6.1,298.98
TX_202606_02739,2026-06-01 02:58:14,670.71,13.41,657.3
TX_202606_02740,2026-06-04 21:18:58,480.28,9.61,470.67
TX_202606_02741,2026-06-04 08:02:39,788.58,15.77,772.81
TX_202606_02742,2026-06-03 03:57:30,998.79,19.98,978.81
TX_202606_02743,2026-06-02 23:15:20,774.84,15.5,759.34
TX_202606_02744,2026-06-01 13:53:01,165.77,3.32,162.45
TX_202606_02745,2026-06-03 04:34:29,760.84,15.22,745.62
TX_202606_02746,2026-06-05 08:22:04,1082.57,21.65,1060.92
TX_202606_02747,2026-06-01 05:21:50,1323.36,26.47,1296.89
TX_202606_02748,2026-06-01 00:01:12,927.03,18.54,908.49
TX_202606_02749,2026-06-02 12:31:46,831.52,16.63,814.89
TX_202606_02750,2026-06-02 17:40:07,300.56,6.01,294.55
TX_202606_02751,2026-06-04 01:44:18,1382.35,27.65,1354.7
TX_202606_02752,2026-06-04 02:17:02,278.13,5.56,272.57
TX_202606_02753,2026-06-05 06:09:04,546.55,10.93,535.62
TX_202606_02754,2026-06-04 02:23:06,508.86,10.18,498.68
TX_202606_02755,2026-06-01 22:56:01,611.99,12.24,599.75
TX_202606_02756,2026-06-05 01:13:20,131.27,2.63,128.64
TX_202606_02757,2026-06-02 23:44:36,1032.63,20.65,1011.98
TX_202606_02758,2026-06-01 13:07:12,992.12,19.84,972.28
TX_202606_02759,2026-06-05 12:39:15,1265.3,25.31,1239.99
TX_202606_02760,2026-06-04 07:35:28,1138.24,22.76,1115.48
TX_202606_02761,2026-06-01 09:33:39,652.68,13.05,639.63
TX_202606_02762,2026-06-02 03:22:29,1359.54,27.19,1332.35
TX_202606_02763,2026-06-04 18:49:14,62.94,1.26,61.68
TX_202606_02764,2026-06-04 10:00:11,1382.08,27.64,1354.44
TX_202606_02765,2026-06-05 22:35:34,929.32,18.59,910.73
TX_202606_02766,2026-06-05 09:14:33,1423.06,28.46,1394.6
TX_202606_02767,2026-06-02 13:30:29,695.77,13.92,681.85
TX_202606_02768,2026-06-04 08:35:08,786.98,15.74,771.24
TX_202606_02769,2026-06-02 10:43:59,1171.01,23.42,1147.59
TX_202606_02770,2026-06-04 19:41:23,988.33,19.77,968.56
TX_202606_02771,2026-06-02 15:10:12,1327.82,26.56,1301.26
TX_202606_02772,2026-06-03 19:48:46,51.83,1.04,50.79
TX_202606_02773,2026-06-01 17:53:21,1214.46,24.29,1190.17
TX_202606_02774,2026-06-03 08:59:50,579.8,11.6,568.2
TX_202606_02775,2026-06-05 20:59:25,634.12,12.68,621.44
TX_202606_02776,2026-06-03 22:42:42,583.32,11.67,571.65
TX_202606_02777,2026-06-02 01:55:42,938.11,18.76,919.35
TX_202606_02778,2026-06-02 12:10:32,1392.49,27.85,1364.64
TX_202606_02779,2026-06-04 11:43:23,1285.18,25.7,1259.48
TX_202606_02780,2026-06-05 01:46:29,1361.05,27.22,1333.83
TX_202606_02781,2026-06-02 01:11:16,450.63,9.01,441.62
TX_202606_02782,2026-06-05 03:42:01,348.41,6.97,341.44
